,potential_V,current_A,j_A/mm2,abs_j_A/mm2,progress,renorm_potential_V
2799,1.665879,0.03446883,0.00020832895389378322,0.00020832895389378322,0.7136968928344959,0.1325860000000001
2800,1.664823,0.03400007,0.00020549577735639424,0.00020549577735639424,0.7140139505389981,0.13364200000000026
2801,1.6637810000000002,0.03354503,0.00020274552423843735,0.00020274552423843735,0.7143310082435003,0.13468400000000003
2802,1.6626830000000001,0.03309724,0.0002000390899827896,0.0002000390899827896,0.7146480659480026,0.13578200000000007
2803,1.661617,0.03265642,0.00019737478227476883,0.00019737478227476883,0.7149651236525048,0.1368480000000003
2804,1.660575,0.03222711,0.00019478004078815213,0.00019478004078815213,0.7152821813570069,0.1378900000000003
2805,1.6595669999999998,0.031807,0.0001922409039268105,0.0001922409039268105,0.7155992390615092,0.1388980000000004
2806,1.6585169999999998,0.03139557,0.00018975422882061977,0.00018975422882061977,0.7159162967660114,0.1399480000000004
2807,1.6574970000000002,0.03099262,0.00018731880667337836,0.00018731880667337836,0.7162333544705136,0.14096799999999998
2808,1.656509,0.03059781,0.0001849325825315434,0.0001849325825315434,0.7165504121750158,0.1419560000000002
2809,1.6554209999999998,0.03020797,0.00018257639697531907,0.00018257639697531907,0.7168674698795181,0.1430440000000004
2810,1.654391,0.029833,0.00018031008541668616,0.00018031008541668616,0.7171845275840203,0.14407400000000026
2811,1.65333,0.02947027,0.0001781177521855933,0.0001781177521855933,0.7175015852885225,0.14513500000000024
2812,1.6523430000000001,0.02910248,0.00017589483641059905,0.00017589483641059905,0.7178186429930248,0.14612200000000009
2813,1.651287,0.02874715,0.0001737472286389666,0.0001737472286389666,0.718135700697527,0.14717800000000025
2814,1.650225,0.02840804,0.0001716976542392866,0.0001716976542392866,0.7184527584020292,0.14824000000000015
2815,1.649184,0.02807715,0.0001696977613634938,0.0001696977613634938,0.7187698161065313,0.14928100000000022
2816,1.6481689999999998,0.02775043,0.00016772307188850504,0.00016772307188850504,0.7190868738110336,0.15029600000000043
2817,1.6471060000000002,0.02742221,0.000165739316442004,0.000165739316442004,0.7194039315155358,0.15135900000000002
2818,1.646078,0.02710991,0.00016385178117315306,0.00016385178117315306,0.719720989220038,0.15238700000000027
2819,1.6450369999999999,0.02680788,0.00016202631758925596,0.00016202631758925596,0.7200380469245403,0.15342800000000034
2820,1.644032,0.02650619,0.00016020290895890166,0.00016020290895890166,0.7203551046290425,0.15443300000000026
2821,1.6429740000000002,0.02621803,0.00015846127539158786,0.00015846127539158786,0.7206721623335447,0.15549100000000005
2822,1.641968,0.02594044,0.00015678352670353042,0.00015678352670353042,0.7209892200380469,0.1564970000000001
2823,1.6409,0.02566826,0.00015513847595272716,0.00015513847595272716,0.7213062777425492,0.15756500000000018
2824,1.6399169999999998,0.02539631,0.00015349481531755577,0.00015349481531755577,0.7216233354470514,0.15854800000000036
2825,1.638883,0.0251349,0.0001519148582422105,0.0001519148582422105,0.7219403931515536,0.1595820000000001
2826,1.63781,0.02488568,0.0001504085772953548,0.0001504085772953548,0.7222574508560557,0.16065500000000021
2827,1.636875,0.0246327,0.00014887957097990836,0.00014887957097990836,0.722574508560558,0.16159000000000012
2828,1.635817,0.02439336,0.00014743300456541332,0.00014743300456541332,0.7228915662650602,0.16264800000000013
2829,1.634835,0.02415255,0.0001459775534988363,0.0001459775534988363,0.7232086239695624,0.16363000000000016
2830,1.6337700000000002,0.02392843,0.00014462297647528562,0.00014462297647528562,0.7235256816740647,0.16469500000000004
2831,1.632773,0.02369732,0.00014322615202448785,0.00014322615202448785,0.7238427393785669,0.16569200000000017
2832,1.631733,0.02348124,0.00014192016860824284,0.00014192016860824284,0.7241597970830691,0.1667320000000001
2833,1.630722,0.0232707,0.00014064766884678306,0.00014064766884678306,0.7244768547875713,0.1677430000000002
2834,1.62964,0.02306682,0.0001394154219988377,0.0001394154219988377,0.7247939124920736,0.16882500000000022
2835,1.6286180000000001,0.02286357,0.00013818698285892749,0.00013818698285892749,0.7251109701965758,0.16984700000000008
2836,1.627631,0.02266694,0.00013699855487329135,0.00013699855487329135,0.725428027901078,0.17083400000000015
2837,1.6266049999999999,0.02247564,0.00013584234130642876,0.00013584234130642876,0.7257450856055803,0.17186000000000035
2838,1.625575,0.02229576,0.00013475515000267943,0.00013475515000267943,0.7260621433100825,0.1728900000000002
2839,1.624602,0.02211104,0.00013363870583085055,0.00013363870583085055,0.7263792010145846,0.1738630000000001
2840,1.6235760000000001,0.02193767,0.0001325908608434644,0.0001325908608434644,0.7266962587190868,0.17488900000000007
2841,1.6225379999999998,0.0217702,0.00013157867534402648,0.00013157867534402648,0.7270133164235891,0.1759270000000004
2842,1.621527,0.0216062,0.00013058746245868684,0.00013058746245868684,0.7273303741280913,0.17693800000000026
