,potential_V,current_A,j_A/mm2,abs_j_mA/mm2,progress,renorm_potential_V
1910,0.3041636,0.09597157,0.0006808935916064805,0.0006808935916064805,0.731417863835103,0.2211442
1911,0.3031672,0.09557996,0.0006781152194342943,0.0006781152194342943,0.7320424734540911,0.22214059999999997
1912,0.30217459999999996,0.09521323,0.0006755133644594319,0.0006755133644594319,0.7326670830730793,0.22313320000000003
1913,0.3012155,0.09500704,0.0006740504994708386,0.0006740504994708386,0.7332916926920674,0.22409229999999997
1914,0.30018629999999996,0.09480253,0.0006725995536499102,0.0006725995536499102,0.7339163023110555,0.22512150000000003
1915,0.2992068,0.09453395,0.0006706940476669022,0.0006706940476669022,0.7345409119300437,0.226101
1916,0.29818140000000004,0.09419641,0.0006682992882302185,0.0006682992882302185,0.7351655215490318,0.22712639999999995
1917,0.2971934,0.09382986,0.0006656987103090346,0.0006656987103090346,0.73579013116802,0.2281144
1918,0.29620799999999997,0.09345837,0.0006630630843591216,0.0006630630843591216,0.7364147407870081,0.22909980000000002
1919,0.29524720000000004,0.09311154,0.0006606024147631478,0.0006606024147631478,0.7370393504059962,0.23006059999999995
1920,0.2942263,0.0928005,0.0006583956660068933,0.0006583956660068933,0.7376639600249844,0.2310815
1921,0.29323340000000003,0.09240557,0.0006555937392890836,0.0006555937392890836,0.7382885696439725,0.23207439999999996
1922,0.2921853,0.09190376,0.0006520335264760177,0.0006520335264760177,0.7389131792629606,0.2331225
1923,0.29121240000000004,0.09140746,0.0006485124056949958,0.0006485124056949958,0.7395377888819488,0.23409539999999995
1924,0.2902247,0.09098839,0.000645539211889429,0.000645539211889429,0.7401623985009369,0.2350831
1925,0.2892212,0.09058968,0.0006427104670443731,0.0006427104670443731,0.740787008119925,0.23608659999999998
1926,0.28820840000000003,0.09012191,0.0006393917592713757,0.0006393917592713757,0.7414116177389132,0.23709939999999996
1927,0.2872118,0.08960547,0.0006357277503732276,0.0006357277503732276,0.7420362273579013,0.23809599999999997
1928,0.2862232,0.08917844,0.0006326980824161053,0.0006326980824161053,0.7426608369768894,0.23908459999999998
1929,0.2851849,0.08873939,0.0006295831356522373,0.0006295831356522373,0.7432854465958776,0.24012289999999997
1930,0.2842037,0.0883766,0.0006270092339634465,0.0006270092339634465,0.7439100562148656,0.2411041
1931,0.28322220000000004,0.08799491,0.0006243012416384247,0.0006243012416384247,0.7445346658338537,0.24208559999999996
1932,0.2822216,0.0876013,0.0006215086799809231,0.0006215086799809231,0.7451592754528419,0.24308619999999997
1933,0.2812071,0.08728004,0.0006192294229547071,0.0006192294229547071,0.74578388507183,0.2441007
1934,0.2802038,0.0870015,0.0006172532533348283,0.0006172532533348283,0.7464084946908182,0.245104
1935,0.27916929999999995,0.08658887,0.000614325749671977,0.000614325749671977,0.7470331043098063,0.24613850000000004
1936,0.2781967,0.08615302,0.0006112335060846138,0.0006112335060846138,0.7476577139287944,0.24711109999999997
1937,0.2771945,0.08580031,0.0006087311194018126,0.0006087311194018126,0.7482823235477826,0.24811329999999998
1938,0.2762208,0.08547849,0.0006064478893197081,0.0006064478893197081,0.7489069331667707,0.249087
1939,0.2752598,0.08512539,0.0006039427356872704,0.0006039427356872704,0.7495315427857588,0.250048
1940,0.27426890000000004,0.08474723,0.0006012597878038306,0.0006012597878038306,0.750156152404747,0.25103889999999995
1941,0.27325309999999997,0.08432266,0.0005982475729136462,0.0005982475729136462,0.7507807620237351,0.2520547
1942,0.2722167,0.08388493,0.0005951419912100864,0.0005951419912100864,0.7514053716427233,0.2530911
1943,0.27121649999999997,0.08335345,0.0005913712773823662,0.0005913712773823662,0.7520299812617114,0.2540913
1944,0.2702347,0.08299391,0.000588820433607213,0.000588820433607213,0.7526545908806995,0.2550731
1945,0.2692053,0.08266468,0.0005864846314820149,0.0005864846314820149,0.7532792004996877,0.2561025
1946,0.2681916,0.08231298,0.0005839894104892979,0.0005839894104892979,0.7539038101186758,0.2571162
1947,0.2672094,0.08183423,0.0005805928024419188,0.0005805928024419188,0.7545284197376639,0.2580984
1948,0.2661907,0.08133499,0.0005770508231174833,0.0005770508231174833,0.7551530293566521,0.2591171
1949,0.2652104,0.08062752,0.0005720315055294326,0.0005720315055294326,0.7557776389756402,0.2600974
1950,0.2642109,0.07991265,0.0005669596868457149,0.0005669596868457149,0.7564022485946283,0.26109689999999997
1951,0.2632487,0.07957897,0.00056459231311569,0.00056459231311569,0.7570268582136165,0.2620591
1952,0.26222979999999996,0.07924212,0.0005622024490514401,0.0005622024490514401,0.7576514678326046,0.26307800000000003
1953,0.2612241,0.07891383,0.0005598733159843402,0.0005598733159843402,0.7582760774515928,0.2640837
1954,0.26023470000000004,0.07855434,0.0005573228269463198,0.0005573228269463198,0.7589006870705809,0.26507309999999995
1955,0.2591968,0.07825696,0.0005552129923747696,0.0005552129923747696,0.7595252966895689,0.266111
1956,0.25820279999999995,0.07801753,0.0005535142981402339,0.0005535142981402339,0.760149906308557,0.26710500000000004
1957,0.25722399999999995,0.07779248,0.0005519176263051161,0.0005519176263051161,0.7607745159275452,0.26808380000000004
1958,0.2562292,0.07751261,0.0005499320206775026,0.0005499320206775026,0.7613991255465333,0.2690786
1959,0.25520879999999996,0.07727969,0.0005482795132176686,0.0005482795132176686,0.7620237351655215,0.27009900000000003
1960,0.2542047,0.07709209,0.0005469485394950821,0.0005469485394950821,0.7626483447845096,0.2711031
1961,0.2531952,0.07686004,0.0005453022044613603,0.0005453022044613603,0.7632729544034977,0.2721126
1962,0.2521935,0.07662424,0.000543629264142672,0.000543629264142672,0.7638975640224859,0.2731143
1963,0.251182,0.07634652,0.0005416589122117726,0.0005416589122117726,0.764522173641474,0.2741258
1964,0.2502191,0.07604758,0.0005395380098416765,0.0005395380098416765,0.7651467832604621,0.27508869999999996
1965,0.2492526,0.07581327,0.0005378756406895483,0.0005378756406895483,0.7657713928794503,0.2760552
1966,0.24823989999999999,0.07554788,0.0005359927669356184,0.0005359927669356184,0.7663960024984384,0.27706790000000003
1967,0.2472368,0.07531955,0.0005343728243445833,0.0005343728243445833,0.7670206121174266,0.27807099999999996
1968,0.2462262,0.07515209,0.0005331847387391231,0.0005331847387391231,0.7676452217364147,0.2790816
1969,0.2452031,0.0749115,0.0005314778146031044,0.0005314778146031044,0.7682698313554028,0.2801047
1970,0.2441799,0.07465301,0.0005296438945735128,0.0005296438945735128,0.768894440974391,0.2811279
1971,0.2432159,0.07442023,0.0005279923803776508,0.0005279923803776508,0.7695190505933791,0.28209189999999995
1972,0.24217979999999997,0.07419974,0.0005264280605690522,0.0005264280605690522,0.7701436602123672,0.28312800000000005
1973,0.2411736,0.07380478,0.0005236259210089627,0.0005236259210089627,0.7707682698313554,0.2841342
1974,0.24021990000000001,0.07340912,0.0005208188151290128,0.0005208188151290128,0.7713928794503435,0.28508789999999995
1975,0.2391831,0.07309428,0.0005185851063506591,0.0005185851063506591,0.7720174890693317,0.2861247
1976,0.23819029999999997,0.07278769,0.0005164099291992316,0.0005164099291992316,0.7726420986883198,0.2871175
